Unnamed: 0,City,Attraction,Summarised Review,Compound Sentiment,Normalised Sentiment,Mean Rating
2,Kolkata_Calcutta_Kolkata_District_West_Bengal,Howrah_Bridge,"howrah bridge was the third longest cantilever bridge at the time of its construction . now it is the sixth longest one of its types . despite travelling under the bridge in the past, each ride is an experience .",0.0,3,4.4
3,Kolkata_Calcutta_Kolkata_District_West_Bengal,Mother_House,the mother house is a must-visit place for anyone coming to Kolkata . you can feel Mother's blessings as you sit in silence at her tomb .,0.5423,5,4.64
4,Kolkata_Calcutta_Kolkata_District_West_Bengal,Park_Street,park street in kolkata is one of india's most happening streets . it has a lot of restaurants to have lunch or dine on .,0.0,3,4.37
5,Kolkata_Calcutta_Kolkata_District_West_Bengal,Eden_Gardens,"Lords' and other stadia across the world allow access to the stadium even during non-match days . i could not see the match properly, it was my first experience in stadium . Eden Gardens stadium plays host to many sports, most importantly cricket .",0.6697,5,4.57
6,Kolkata_Calcutta_Kolkata_District_West_Bengal,Eco_Tourism_Park,the biggest park in kolkata in kilometres and full of different activities . seven wonders of the world is an excellent creation .,0.7003,5,4.37
7,Kolkata_Calcutta_Kolkata_District_West_Bengal,Indian_Museum_Jadu_Ghar,"the Indian Museum of Kolkata is the largest and oldest multipurpose museum in the Asian-Pacific region of the world . the museum is filled with absolutely stunning sculptures, that was filling me with the pure flavor of ancient human creation .",0.6115,5,4.27
8,Kolkata_Calcutta_Kolkata_District_West_Bengal,South_Park_Street_Cemetery,tucked away in the heart of Kolkata in the midst of a residential area is this little know cemetry with the beautiful monuments dedicated to those long gone . most people died in their 20s are buried here .,0.4627,4,4.47
9,Kolkata_Calcutta_Kolkata_District_West_Bengal,College_Street_Boi_Para,college street bookstores need to change with time . there's not a single book you won't get here be it an Indian publisher or an International one .,0.0,3,4.59
10,Kolkata_Calcutta_Kolkata_District_West_Bengal,Science_City,"as a child, i loved visiting this place as it made me fall for the science . best experince is watching here 3 d movie .",0.8442,5,4.31
11,Kolkata_Calcutta_Kolkata_District_West_Bengal,St_Paul_s_Cathedral,the cathedral is located in a landmark area with Birla Planetarium and Victoria Memorial in walking distance . an entry fee of INR 10/-- to enter the cathedral while for outside park access it is free .,0.5574,5,4.27
12,Kolkata_Calcutta_Kolkata_District_West_Bengal,Metro_Railway,"as a Calcuttan, Kolkata metro has been a very important part to play in my daily commute . the minimum fare is Rs 5(for the first 3 stations your riding) and the maximum goes to something around 25 .",0.5413,5,4.14
13,Kolkata_Calcutta_Kolkata_District_West_Bengal,New_Market,new market is not your regular mall though it has everything you need . a foreigner might feel a bit hassled here especially bcos of beggars and local vendors . there are street dogs in the middle of the market .,0.0,3,4.05
14,Kolkata_Calcutta_Kolkata_District_West_Bengal,Birla_Temple,temple was built by one Indian business tycoon in mid 90’s . open for all in mid-90’s Location is great well connected No bag allowed .,0.6124,5,4.42
15,Kolkata_Calcutta_Kolkata_District_West_Bengal,Prinsep_Ghat,"a visit to the new howrah bridge is a great way to spend an evening . it's a popular place to meet friends, chat over bhelpuris and watch the Ganges flow .",0.875,5,4.32
16,Kolkata_Calcutta_Kolkata_District_West_Bengal,Jorasanko_Thakur_Bari,"it was my long cherished wish to visit the house of Bishyokobi in Kolkata . alas he did not know that i would come one day, so that he made the rules flexible .",0.7003,5,4.39
17,Kolkata_Calcutta_Kolkata_District_West_Bengal,Jain_Swetamber_Dadajika_Temple,"do schedule a trip to this temple as its out of the world . it is worth the visit if only for its intricate mirror work, sculptures, but also garden .",0.1901,4,4.58
18,Kolkata_Calcutta_Kolkata_District_West_Bengal,Birla_Planetarium,"the 40 min show can be enjoyed along with family with children . the landmark is well maintained and there is a fountain with lights during the evening, making it a good day out for families .",0.8225,5,4.5
19,Kolkata_Calcutta_Kolkata_District_West_Bengal,Gariahat_Market,mukundpur is a place where people come for various medical treatments . there are good traditional small shops which have good collection and at reasonable price silk saris .,0.7003,5,4.2
20,Kolkata_Calcutta_Kolkata_District_West_Bengal,Rabindra_Sarovar,man made lake formed when calcatta improvement body dug up the place for soil to do a make over at ballygaunge . a walk in this strictly controlled (pollution wise) green area surrounding a wide water body is truly refreshing .,0.7096,5,4.43
21,Kolkata_Calcutta_Kolkata_District_West_Bengal,Quest_Mall,Quest mall is the best mall in Kolkatha . it houses many international brands under one roof . food court has many restaurants to suit your taste and choice .,0.6369,5,4.38
22,Kolkata_Calcutta_Kolkata_District_West_Bengal,Maidan,"a vast expanse of green , populated by cricket players , families , people searching for a quiet spot far from the busy life of the city . Fort william next to it, now as a military base, is another wonder .",0.0,3,4.34
23,Kolkata_Calcutta_Kolkata_District_West_Bengal,Netaji_Bhawan,"the house where he was born and made the great escape is now a museum . the house has 3 floors...the ground floor has a book shop, ticket counter and also has the famous car in which he made the Great Escape .",0.891,5,4.64
24,Kolkata_Calcutta_Kolkata_District_West_Bengal,Tagore_House,"one could spend easily a whole day at the museum, read about his work and life and ponder about his wonderful speeches .",0.7269,5,4.43
25,Kolkata_Calcutta_Kolkata_District_West_Bengal,Kolkata_Zoo_Zoological_Garden,"the zoo is spread over an area of 46.5 acres and has been operating since 1876, when it was first opened to the general public . many wounded birds and animals are brought and kept under special care in this Zoo .",0.7096,5,4.32
26,Kolkata_Calcutta_Kolkata_District_West_Bengal,Parashnath_Jain_Temple,the temple is a jain temple.it is very well maintained and nice place to visit. take lot of pictures and also learn about Jain history from in house guide who takes you around to both the Jain temples adjacent to each other.,0.6361,5,4.49
27,Kolkata_Calcutta_Kolkata_District_West_Bengal,Nicco_Parks_Resorts_Limited,we are happy to understand that you had a good and enjoyable visit to our park . prices are so low as to make this fun .,0.8918,5,4.0
28,Kolkata_Calcutta_Kolkata_District_West_Bengal,Birla_Industrial_Technological_Museum-Kolkata_Calcutta_Kolkata_District_West_Beng.ht,"the Birla Industrial and Technological Museum boasts of a wide spectrum of gallery and design work ranging from basic to advanced science . the museum proactively organizes film shows, games, skywatch sessions, fun-filled learning sessions and a lot more.",0.25,4,4.47
29,Kolkata_Calcutta_Kolkata_District_West_Bengal,ISKCON_Kolkata_Sri_Sri_Radha_Govind_Temple-Kolkata_Calcutta_Kolkata_District_West.ht,go during the time of aarthi to get the best of the temple . radha govind temple is the most relaxable and peacefull place that i have ever trip .,0.6369,5,4.44
30,Kolkata_Calcutta_Kolkata_District_West_Bengal,Ramakrishna_Mission_Swami_Vivekananda_s_Ancestral_House_and_Cultural_Centre-Kolka.ht,swami vivekananda's house was bulit in mid 1800 and stands strong till today . a video showing Swamiji's life and the dilapidated state of affairs was shocking .,0.1531,4,4.59
31,Kolkata_Calcutta_Kolkata_District_West_Bengal,Dakshineswar_Ramkrishna_Sangha_Adyapeath-Kolkata_Calcutta_Kolkata_District_West_B.ht,the time for aarti is from 10:30 AM so the temple opens only then . make sure you're there at that time in order to see the idols and offer your prayers .,0.3182,4,4.7
32,Kolkata_Calcutta_Kolkata_District_West_Bengal,Malik_Ghat_Flower_Market,"if you’re a photographer, writer, or heck, even a visitor trying to get a taste of what ordinary life in this big city is like, a visit to this flower market is a must .",0.3612,4,4.45
33,Kolkata_Calcutta_Kolkata_District_West_Bengal,South_City_Mall,"the food court is spectacular, with high ceilings, and many restaurants to choose from . there's something for everyone to do - movies at Inox, drinks at the lounges, all your groceries at Spencer's and of course regular shopping .",0.0,3,4.2
34,Kolkata_Calcutta_Kolkata_District_West_Bengal,Marble_Palace_Kolkata,"the palace was built in the 1830s by a wealthy Bengali merchant, whose family still owns it . entry is free in theory, but is subject to a permit from the Kolkata Tourist Office .",0.4404,4,3.68
35,Kolkata_Calcutta_Kolkata_District_West_Bengal,Salt_Lake_Stadium,"at the time of the FIFA under 17 world cup the stadium was renovated & got a new look after renovation . the stadium is easily accessible by road, as it lies on the Eastern Metropolitan Bypass & metro station which is 5 min walking distance from the stadium .",-0.1027,3,4.42
36,Kolkata_Calcutta_Kolkata_District_West_Bengal,St_John_s_Church,"the church itself is just like any other english church, with no particular interest or merit . it really connects the church to the history of India in the days of the East India Co.",0.7269,5,4.36
37,Kolkata_Calcutta_Kolkata_District_West_Bengal,Baps_Shri_Swaminarayan_Mandir_Kolkata-Kolkata_Calcutta_Kolkata_District_West_Beng.ht,the temple is made and maintained by Swaminarayan trust...and is a copy of Akshardham Temple of New Delhi . the complex is huge...the main sanctum is two floors high...the upper floor has idols of various gods .,0.0,3,4.52
38,Kolkata_Calcutta_Kolkata_District_West_Bengal,National_Library,National Library is one of the oldest and biggest libraries in the country . students and scholars go to the library every day in search of something extra that is not found elsewhere .,0.0,3,4.36
39,Kolkata_Calcutta_Kolkata_District_West_Bengal,Fort_William,the heritage walk is organised every Sunday by the eastern command . it takes you on a guided tour to the permissible areas within the fort . sadly the concrete jungle is taking Nature away from us .,-0.4215,2,4.17
40,Kolkata_Calcutta_Kolkata_District_West_Bengal,City_Centre_New_Town,"the city centre 2 at new town is an amazing place to hang out as well as to shop and step into your preferred brand shop . a good place for couples on weekend, with a movie .",0.8316,5,4.12
41,Kolkata_Calcutta_Kolkata_District_West_Bengal,Chowringhee,"chowringhee is a must-visit place in spite of all its hassles, crowd, busy streets and hawkers . the road is also filled with thousands of small businesses which makes it even more difficult .",-0.7346,1,4.07
42,Kolkata_Calcutta_Kolkata_District_West_Bengal,City_Centre_Mall,"the main food court (think it was called Hangouts) is no longer present . it has been replaced by a Burger King and a cafe . the design of this mall is unique, very unlike the modern multi-storied air conditioned mall .",-0.296,2,4.1
43,Kolkata_Calcutta_Kolkata_District_West_Bengal,Millenium_Park,the food stalls are not so bad in part 1 but i do not like it in part 2 . the park is clean with several sitting arrangements to enjoy the view of howrah and hooghly bridge specially at night .,0.8165,5,3.92
44,Kolkata_Calcutta_Kolkata_District_West_Bengal,Mother_s_Wax_Museum,"wax statues on display were not as good as compared to Madame Tussauds . i loved the status of mother terrisa , Salman Khan sachin, and many others .",0.3599,4,4.0
45,Kolkata_Calcutta_Kolkata_District_West_Bengal,Kalighat_Kali_Temple,"temple priests are money oriented and almost everyone in the temple will ask for money which is very bad . if you go there after 9 am or in the evening there is every possibility of your purse, mobile or money being snatched from your pocket .",-0.5849,1,3.22
46,Kolkata_Calcutta_Kolkata_District_West_Bengal,Nakhoda_Mosque,the mosque was built in 1926 and has a capacity for ten thousand worshippers . the halls are really well-built and will give you a tranquil feeling .,0.3612,4,4.48
47,Kolkata_Calcutta_Kolkata_District_West_Bengal,BBD_Bagh,Bbd bagh is famouse historical place name on Binoy Badal Dinesh . it's a common place known by most of the people.the nearest metro station is central.you can also take mini buses to go there.,0.0,3,4.08
48,Kolkata_Calcutta_Kolkata_District_West_Bengal,The_Agri_Horticultural_Society_of_India-Kolkata_Calcutta_Kolkata_District_West_Be.ht,walking around the garden is a treat with so many trees and greenery all around . the rose garden at this place has 250 species of this beautiful flower . visitors can spot more than 56 types of native and hybrid orchids .,0.8087,5,4.38
49,Kolkata_Calcutta_Kolkata_District_West_Bengal,Academy_of_Fine_Arts,academy of fine arts is a building where many exhibitions are held . they have regular theatre done by famous artists from Kolkata & Mumbai .,0.2023,4,4.35
50,Kolkata_Calcutta_Kolkata_District_West_Bengal,Dakshinapan_Shopping_Complex,there is a private art store Biswa Bangla which has some exclusive collection of art and traditional wear which was simply beautiful .,0.6597,5,4.12
51,Kolkata_Calcutta_Kolkata_District_West_Bengal,Mani_Square_mall,"the mall has everything that you would expect in a shopping mall . it has multiplex, restaurants, fast food places, games center for children, super market, book store and also a furniture store .",0.5994,5,4.09
52,Kolkata_Calcutta_Kolkata_District_West_Bengal,Shaheed_Minar,a tall monument in the middle of the city which symbolizes the patriotism of the country . but you can't go to the top without prior permission .,0.296,4,4.11
53,Kolkata_Calcutta_Kolkata_District_West_Bengal,Acropolis_Mall,"located at a 5 min distance from Ruby More, this mall attracts a significant amount of crowd every day . Unlike the one in Lake Mall, Acropolis has a food court spread across the full floor .",0.5809,5,4.01
54,Kolkata_Calcutta_Kolkata_District_West_Bengal,Tangra_Chinatown,"some restaurants serve pork too but it's best to ask before you're seated to make sure you get your meat of choice . sumptuous food , wide variety , the china town ambiance .",0.8674,5,4.2
55,Kolkata_Calcutta_Kolkata_District_West_Bengal,Royal_Calcutta_Turf_Club,RCTC is by no means royal or passable as what most people would consider a nice horse track . it's also one of the happening places in town on 01 January every year with lots of people dressed elegantly at the venue .,0.5423,5,4.24
56,Kolkata_Calcutta_Kolkata_District_West_Bengal,Rabindra_Bharati_University_Museum,"the museum holds so many exhibits surrounding Tagore's life that the visit gets elevated to a pilgrimage, helped us explore our own depths and awareness of mind .",0.0,3,4.48
57,Kolkata_Calcutta_Kolkata_District_West_Bengal,Swabhumi_The_Heritage_Plaza,the place is just opposite to Hyatt International / Salt Lake stadium on EM Bypass . most of the days there is a cultural programme organised in the evening . there are lot of shops selling traditional Indian things .,0.0,3,3.89
58,Kolkata_Calcutta_Kolkata_District_West_Bengal,Nirmal_Hirday_Pure_Heart,"started by mother Theresa for poor and ill people and this place serves people from at least seven different countries from Europe, Northern Asia and Africa all there to try and absorb the history of the place .",-0.7096,1,4.89
59,Kolkata_Calcutta_Kolkata_District_West_Bengal,Nehru_Children_s_Museum,the Doll's Museum of New Delhi is a cultural hub of Kolkata for kids . it has a huge section with dolls from across the globe . also has clay models depicting the entire Ramayana and Mahabharata .,0.3182,4,4.12
60,Kolkata_Calcutta_Kolkata_District_West_Bengal,Chintamoni_Kar_Bird_Sanctuary,"the sanctuary is located on the EM Bypass towards Baruipur hardly takes 10 Minutes from ""Shahid Khudiram Metro Station"" by Taxi . it is not a proper bird sanctuary compared to other places .",0.0,3,4.02
0,Leh_Leh_District_Ladakh,Pangong_Tso,Pangong lake is a colour-changing lake nestled in india's territory . it gets chilly winds after 17:00 and one cannot stay near this place . there will be no power after 22:00 so charge your electronic devices .,-0.296,2,4.67
1,Leh_Leh_District_Ladakh,Hall_of_Fame,a must visit place to see the sacrifices made by our soldiers for us and the nation . captured items like guns and diaries from the other countries) inside the museum are written in english .,0.3612,4,4.64
2,Leh_Leh_District_Ladakh,Thiksey_Monastery,"sadly, no-one informed us that the monastery wasn't open that day - usually is . you will not find much eateries nearby this monastery .",-0.4215,2,4.74
3,Leh_Leh_District_Ladakh,Gurdwara_Pathar_Sahib,a gurudwara built by the Sikh regiment in Leh . the army has maintained this place so well and with so much affection .,0.7521,5,4.6
4,Leh_Leh_District_Ladakh,Confluence_of_the_Indus_and_Zanskar_Rivers,one can clearly see the two colors of water coming from Zanskar and Indus rivers . the place is completely different from other confluences around the world due to surroundings .,0.4019,4,4.61
5,Leh_Leh_District_Ladakh,Shanti_Stupa,stupa has lovely carving of the Buddhist tradition . must visit in the evening because evening towards leh looks beautiful .,0.8271,5,4.63
6,Leh_Leh_District_Ladakh,Sand_Dunes_Leisure_Park,"the Hunder is the coldest desert in India.the sand-dunes, covered with desertious mountain, are breathtaking .",0.4588,4,4.38
7,Leh_Leh_District_Ladakh,Spituk_Monastery,"Located close to the runway of the airport and the fantastic Hall of Fame, this monastery is both a spiritual and tourist attraction at the same time . the monastery is also the only place which has a small Hindu shrine if you climb all the way to the top .",0.8834,5,4.14
8,Leh_Leh_District_Ladakh,Leh_Royal_Palace,the palace is a maze of rooms and terraces which look out onto Leh and the surrounding valley . it lacks in antiques or museum but it provide a great view of the city from top floors .,0.8338,5,3.8
9,Leh_Leh_District_Ladakh,Namgyal_Tsemo_Monastery,"Namgyal tsemo castle offers a spectacular view of Leh town and surrounding on a clear sky day . for the top part you have to pay some small fee, but there are really nice views of the Leh city and surroundings .",0.7302,5,4.21
10,Leh_Leh_District_Ladakh,Tanglang_La,"second highest pass in the world . great views and even better roads, enjoyed every second .",0.8834,5,4.61
11,Leh_Leh_District_Ladakh,Magnetic_Hill,magnetic hill is a small stretch of the road which is supposed to defy gravity . one can park their vehicles at the painted lines on the road and experience the magic of magnet .,0.0,3,3.52
12,Leh_Leh_District_Ladakh,Prayer_Wheel,"there are many prayer wheels in Leh but it was nice to see a long line of them rather than just the solo ones . if a prayer wheel is already spinning upon your arrival, try to increase its spin with proper timing .",0.7684,5,4.25
13,Leh_Leh_District_Ladakh,Hemis_National_Park,it is around 8 kms to the Hemis National park and will take 3 hours to reach the Park and half the time to return .,0.0258,3,4.74
14,Leh_Leh_District_Ladakh,Zanskar_the_Virgin_Valley,the zanskar river is the last remote area in the wintertime . if you choose to trek this valley through Zanskar then you have almost made to one of the best treks of your life .,0.6369,5,4.43
15,Leh_Leh_District_Ladakh,Stok_Palace_Museum,a small palace museum with a wide display of rich heritage . Stok Palace Museum has great details of antiques that past and present kings and their family has been using over the years .,0.8271,5,3.89
16,Leh_Leh_District_Ladakh,Matho_Monastery,the monastery is around 40km from the Leh city and is a must visit . the restoration is on by a group of french people who are doing a divine job to get it back to shape after being damaged due to natural calamities .,0.4939,4,4.48
17,Leh_Leh_District_Ladakh,Shey_Monastery,monastery and palace was built by the king of ladakh in 1655 as summer retreat . the palace is now in ruins and there not much part left .,-0.2732,2,3.88
18,Leh_Leh_District_Ladakh,Markha_Valley,"the lamayuru to alchi trek is a 5 day trek between remote villages, old monasteries and dramatic landscapes . expect to wet your feet especially in the spring season and rainy days .",-0.0772,3,4.82
19,Leh_Leh_District_Ladakh,Stakna_Monastery,the monastery is built on a hill and the road is made up of small and big rocks . you can also see the Thiksey monastery from there . the monastery houses some 25 to 30 monks .,0.0,3,4.28
20,Leh_Leh_District_Ladakh,Phyang_Monastery,the monastery is a little away from the city traffic and is very quite . the older temples offer something different to a lot of other monasteries in ladakh .,0.0,3,4.3
21,Leh_Leh_District_Ladakh,Monastery_Circuit,ladakh has been dotted with these ancient and miraculous monasteries streching from lamayuru in the west to diskit in the north to hemis in the south . the meditation center open is a place worth visiting .,0.2263,4,4.38
22,Leh_Leh_District_Ladakh,Basgo_Monastry,"the old castle is in ruins, but as such the buildings are still very impressive . the monastery is situated in a stunning location and the views alone are worth the trip .",0.8014,5,4.34
23,Leh_Leh_District_Ladakh,Chemre_Gompa_Monastery,"the museum is on the top floor, and one of the best and complete in Ladakh region . only got to see this stunning monastery complex from the road on the way to Pangong Tso .",0.8402,5,4.33
24,Leh_Leh_District_Ladakh,Leh_Post_Office,"leh post office is in the main market and you can buy some beautiful postcards of the leh . you can send them across to his near and dear one, and may be one to himself as well .",0.8225,5,3.84
25,Leh_Leh_District_Ladakh,Saspol_Caves,only one cave is maintained well but the others still hold significance . the rock cut caves and the paintings within date back to the 13th century .,0.1406,4,4.6
26,Leh_Leh_District_Ladakh,Tibetan_Market,"leh is at an altitude of 11,600 above sea level and its very cold throughout the year . one can simply visit this market to get cheap clothes and you can bargain as well to buy anything you want.",0.4939,4,3.65
27,Leh_Leh_District_Ladakh,Kyagar_Tso,never had I seen such a beautiful and unspoilt lake...water was crystal clear and very cold...we spent more than an hour clicking pics and strolling along the shore .,0.7579,5,4.37
28,Leh_Leh_District_Ladakh,Rezang_La_War_Memorial,"the 114 soldiers who died fighting a Chinese force in 1962 were cremated . the place of fighting is about 40 minutes away, but not allowed to be visited . this group of soldiers died fighting in Nov end and then froze there itself in snow .",-0.9178,1,4.9
29,Leh_Leh_District_Ladakh,Leh_Market,"leh main market is big and very good market. Pedestrianistion makes for a far more enjoyable shopping and cultural experience . there are some attractive bars and restaurants, often hidden away on top floors .",0.8775,5,4.28
30,Leh_Leh_District_Ladakh,The_Ladakh_Arts_and_Media_Organisation,the Ladakh Arts and Media Organization was founded by two women artists from Mumbai . they poured their hearts and not a little money into rebuilding the historic residence of the king's chief secretary .,0.0,3,4.58
31,Leh_Leh_District_Ladakh,Jama_Masjid_Leh,the mosque is situated in the heart of the main market and is a good location point to meet up with people . the most interesting thing about the mosque when one views from the main Leh market is the monastry .,0.7089,5,3.74
32,Leh_Leh_District_Ladakh,Samstanling_Monastery,"the total journey from leh was stunning, experience I had on that day was once in a lifetime experience . the monastery is located in Sumoor and around 130km from the village of Hunder .",0.3818,4,4.18
33,Leh_Leh_District_Ladakh,Tso_kar_Lake,"the lake is drying up and the water has retracted beyond the swampy grasslands . the lake gives a good chance of wildlife spotting including gazelles, kiang and crebes, black necked cranes among the birds .",0.5994,5,4.11
34,Leh_Leh_District_Ladakh,Library_Road_Vegetable_Market,"apricots are amazing, good food for a cheap price . vegetables are quite fresh, some times even surprisingly bigger than what you would find in the plains .",0.8883,5,3.89
35,Leh_Leh_District_Ladakh,Stok_Kangri,"if you like adventure, try the eight-day expedition from Adventure Nation . the route will take you through multiple glaciers and steep slopes until you reach the top .",0.7906,5,4.91
36,Leh_Leh_District_Ladakh,Sindhu_Ghat,a feet in the cold Sindhu river water give lot of peace and is relaxing . this place is still under construction but offers great views .,0.875,5,3.62
37,Leh_Leh_District_Ladakh,Donkey_Sanctuary,ladakhis are doing prosperous in every field but the humanistic side is diminishing very fast . but there are still some angels looking after those poor creatures . we spent a long time just feeding these abandoned animals .,-0.7964,1,4.3
38,Leh_Leh_District_Ladakh,Riasi_Fort_or_Zorawar_Fort,the fort has not been well-maintained over the years and tourists may as well give it a skip . it is witness of many historical events since the culture is old and royal this place reflect the same .,0.2732,4,4.22
39,Leh_Leh_District_Ladakh,Central_Asian_Museum,"Leh was at crossroads of Silk Road, so visitor get chance to see various interior design influences as well as artifacts ftom across the region . very good museum with impressive exhibits detailing the Silk Road and Ladakh .",0.8707,5,4.8
40,Leh_Leh_District_Ladakh,Old_Raku_House,"whoever visits Ladakh should visit this 150 years old traditional house known as Raku house/ Youth cultural centre situated in leh . the best thing is the vibe one gets after visiting this place, like Sunday Philosophy & Meditation classes, Cup Talks, Movie screening .",0.7717,5,5.0
41,Leh_Leh_District_Ladakh,Sankar_Monastery,"i went to this wonderful monastery on 24th April 2016, when the monastery was closed, there where lot of dogs sleeping, and many monks sitting . like many other monasteries in the region, this place also have beautiful view.",0.8951,5,3.9
42,Leh_Leh_District_Ladakh,Du_Khang,"the monastery has become a major tourist attraction, drawing in throngs of visitors, not always well educated . the only thing i could recollect are the extremely wonderful paintings inside the monastery .",0.7335,5,4.36
43,Leh_Leh_District_Ladakh,Sum_tsek,the only temple in whole :ladakh where you can see such exquisite wood work from the 11th century .,0.0,3,4.58
44,Leh_Leh_District_Ladakh,Temple_at_Sumda_Chun,sumda Chun monastery is over a thousand years old and contains two huge Future Buddha statues . the monastery is one of the most important and beautiful early Tibetan monasteries still surviving in Ladakh .,0.8676,5,4.86
45,Leh_Leh_District_Ladakh,Lotsawa_Lha_Khang,"built in the 16th century, this has been well preserved and looked after . visit the Alchi kitchen on the first floor (just at the beginning of the road leading down to the monastery) for authentic local cuisine .",0.2732,4,4.33
46,Leh_Leh_District_Ladakh,Rangdum_Gompa,the first gompa to be established in this region led to the birth of Gompas all across the Zanskar region . the monastery is a very old monastery and houses a hostel for students .,0.0,3,4.57
47,Leh_Leh_District_Ladakh,Panamic_Hot_Sulphur_Springs,natural hot water spring is a closed room where hot water comes into a small pool . the hot water bath is available at several places now and it is normal place as usual .,0.3612,4,3.18
48,Leh_Leh_District_Ladakh,Hidden_North_Adventures,our guide Gaipo went out his way for us everyday of our 4 day trek through the Sham Valley & Tashi . was really helpful in organising our booking from back in England .,0.4754,4,5.0
49,Leh_Leh_District_Ladakh,Gurudwara_Shri_Datun_Sahib_Ji,a small board relating the history of the Guru's visit has been erected on a fence encircling the tree . the ancient 'sacred' tree was planted by Shri Guru Nanak Sahib Ji during his missionary travels ,0.0,3,4.67
50,Leh_Leh_District_Ladakh,Chokhang_Vihara_Temple,"located in the main market of Leh, the temple offers all the solace and quiet of the monasteries and quite makes you forget that you are still in town .",-0.2878,2,4.15
51,Leh_Leh_District_Ladakh,Manjushri_Lha_Khang,alchi monastery is one of the oldest and most visited monastery in the ladakh region . it is a protected monument and its located around 60km from leh . the well preserved statues and painting just bring out the local culture to life .,0.6124,5,4.27
52,Leh_Leh_District_Ladakh,Vajra_Bhairav_Shrine,id hindu place lord shiva and hanuman mandir is in the campus and its really beautiful place in leh .,0.6361,5,4.4
53,Leh_Leh_District_Ladakh,Ladakh_Rocks_Minerals_Museum,"ladakh has a wonderful collection of stones and minerals and all done by one man, without any support from the government . Punchok has been a rock and mineral collector by nature since young, he knows the best where to find them.",0.7678,5,3.89
54,Leh_Leh_District_Ladakh,Lachung_Temple,the view from the temple of the Nubra valley is simply awestrucking . the temple is located at the lower level of Diskit monastery .,-0.296,2,4.0
55,Leh_Leh_District_Ladakh,Serzang_Temple,i went to basgo on 25th April 2016 and took some wonderful photos and videos . the temple is constructed with mud bricks.the temple dedicated to maitreya buddha .,0.7717,5,4.29
56,Leh_Leh_District_Ladakh,Tingmosgang_Monastery,a monk showed us around and opened all teh temples for us . we were allowed to make photographs inside the temples .,0.0,3,4.0
57,Leh_Leh_District_Ladakh,Tsarap_Chu_River,early in the morning i sat by the banks of River Tsarap Chu and witnessed the red sunrise behind the Ladakh valley . the view then immensely beautiful .,0.5994,5,4.33
58,Leh_Leh_District_Ladakh,Gomang_Stupa,the library and museum maintained by the archaeological survey of india is a must see in leh . the stupa dates back to the 9th century .,0.0,3,4.5
59,Leh_Leh_District_Ladakh,The_Little_Paradise,i visited little paradise in month of may with my freinds and got some pashmina scarfs . i got genuine prices and staff was very execellent towards us .,0.6003,5,4.0
60,Leh_Leh_District_Ladakh,Jigmat_Couture,"many wealthy Ladakhis get their wedding garments here . they also have quite a few other things, including gifts .",0.3612,4,5.0
61,Leh_Leh_District_Ladakh,Karma_Dupgyud_Choeling_Monastery,"the location of the monastery from the mainland of Ladakh is rather odd . there are stone carvings of lord Vishnu, hanuman, Buddha .",-0.3182,2,3.6
62,Leh_Leh_District_Ladakh,Soma_Gompa,"the monastery is in the heart of the town, next to the Leh Market . it's not a big monastery, and not in perfect condition .",-0.4585,2,3.75
63,Leh_Leh_District_Ladakh,Chemrey_Monastery-Chimre,a small museum shows ancient kitchen utensils . information about the panchen lama on display .,0.0,3,5.0
64,Leh_Leh_District_Ladakh,De_Pashmina_Emporium,"shawls and hand made carpets, very rare collection u can see . shop owner is very knowledgeable and warm to deal with .",0.6557,5,4.98
65,Leh_Leh_District_Ladakh,Gyap_Thago_Heritage_Home,visit to Leh would have been incomplete without Gyap-Thago . see 200 years old heritage preserved by this Mongolian originating family.,0.0,3,5.0
66,Leh_Leh_District_Ladakh,Textile_Museum_of_Ladakh,the Kashmiri handloom industry seemed to have displayed all its products in the museum . the beautiful Persian and Kashmiri carpets caught my special attention .,0.765,5,4.0
67,Leh_Leh_District_Ladakh,Shagma_Karphu,Shagma Karphu was accompanied by a group of pilgrims . such groups are quite common in this tourist spot .,0.0,3,5.0
68,Leh_Leh_District_Ladakh,Kalachakra_Stupa,all tourists and travellers to this city gets a grand welcome . the Leh iMain Market is just a short walk away .,0.7184,5,3.67
69,Leh_Leh_District_Ladakh,Stupa_at_T_Suru,"the stupa is under the supposed protection of the archeological survey of india . the location is peaceful, with nice views of the mountains .",0.7184,5,3.5
70,Leh_Leh_District_Ladakh,Din_Brothers_Jewellers,"i met Masood Shah, one of the owners, last august through a dear old friend . the service i received was top notch, i bought some Gorgeous pashminas as gifts .",0.891,5,4.95
71,Leh_Leh_District_Ladakh,Ladakh_Haat_Juma_Bagh,"there's a bouncy playground for children and a few restaurants . it's still under development, but has its points .",0.0,3,4.0
72,Leh_Leh_District_Ladakh,Zanskar_Arts,we are glade that you like our store and person . we hope to see you again here in store .,0.6597,5,4.43
73,Leh_Leh_District_Ladakh,Lehchen_Bar_and_Restaurant,the lehchen restaurant and bar was a nice cosy place but had parking issues the food especially the fish was excellent . there was recorded music which was quite good however we had a singer in our midst who sang a few songs .,0.905,5,4.35
74,Leh_Leh_District_Ladakh,Pashmina_House,"Majid’s shop has a lot of beautiful cashmere and wool scarves very good quality and luxury, I recommend everyone who visits Leh to visit his shop .",0.8622,5,4.9
